id_encuestador,latitud,longitud,municipio,municipio_texto,P19_1_texto,P19_2_texto,seccion_electoral,Creation Date,Modified Date
101717167,,,1,Acapulco,No sabe (NO LEER),,208,"Dec 5, 2025 10:52 am","Dec 5, 2025 11:23 am"
226,,,2,Chilpancingo,No respondió (NO LEER),,1259,"Dec 5, 2025 10:52 am","Dec 5, 2025 11:05 am"
101717167,,,1,Acapulco,,,208,"Dec 5, 2025 10:52 am","Dec 5, 2025 10:52 am"
346,18.3335455,-99.5235479,3,Iguala,Iván Hernández Díaz,Ninguno (NO LEER),1521,"Dec 5, 2025 10:52 am","Dec 5, 2025 11:10 am"
10410,,,1,Acapulco,Ninguno (NO LEER),,113,"Dec 5, 2025 10:52 am","Dec 5, 2025 11:17 am"
101717167,16.8809706,-99.8148529,1,Acapulco,Ninguno (NO LEER),,208,"Dec 5, 2025 10:52 am","Dec 5, 2025 11:08 am"
327,17.5595976,-99.5320243,2,Chilpancingo,,,2822,"Dec 5, 2025 10:52 am","Dec 5, 2025 11:27 am"
311,,,3,Iguala,Ninguno (NO LEER),,1499,"Dec 5, 2025 10:52 am","Dec 5, 2025 11:05 am"
10340,,,1,Acapulco,Iván Hernández Díaz,Jacinto González Varona,171,"Dec 5, 2025 10:52 am","Dec 6, 2025 1:15 pm"
326,,,3,Iguala,Beatriz Mojica Morga,Félix Salgado Macedonio,1527,"Dec 5, 2025 10:53 am","Dec 5, 2025 11:06 am"
223,17.5439249,-99.5204202,2,Chilpancingo,Jacinto González Varona,No sabe (NO LEER),1259,"Dec 5, 2025 10:53 am","Dec 5, 2025 11:06 am"
10513,16.9083195,-99.9547946,1,Acapulco,Esthela Damián Peralta,Abelina López Rodríguez,124,"Dec 5, 2025 10:53 am","Dec 5, 2025 11:15 am"
10346,,,1,Acapulco,Jacinto González Varona,Iván Hernández Díaz,2835,"Dec 5, 2025 10:53 am","Dec 5, 2025 11:36 am"
10342,,,1,Acapulco,Jacinto González Varona,Félix Salgado Macedonio,171,"Dec 5, 2025 10:53 am","Dec 5, 2025 11:13 am"
325,18.3401635,-99.5330886,3,Iguala,Javier Saldaña Almazán,Beatriz Mojica Morga,1527,"Dec 5, 2025 10:53 am","Dec 5, 2025 11:10 am"
10365,,,1,Acapulco,Iván Hernández Díaz,Ninguno (NO LEER),165,"Dec 5, 2025 10:53 am","Dec 5, 2025 11:11 am"
327,18.3453803,-99.5348057,3,Iguala,No sabe (NO LEER),,1492,"Dec 5, 2025 10:54 am","Dec 5, 2025 11:42 am"
10354,,,1,Acapulco,No respondió (NO LEER),,142,"Dec 5, 2025 10:54 am","Dec 5, 2025 11:12 am"
101720,,,1,Acapulco,Félix Salgado Macedonio,Ninguno (NO LEER),157,"Dec 5, 2025 10:55 am","Dec 5, 2025 11:09 am"
236,,,2,Chilpancingo,Esthela Damián Peralta,No respondió (NO LEER),2822,"Dec 5, 2025 10:55 am","Dec 5, 2025 11:28 am"
341,,,3,Iguala,,,1522,"Dec 5, 2025 10:55 am","Dec 5, 2025 10:55 am"
3112,18.3533633,-99.5308463,3,Iguala,Iván Hernández Díaz,Javier Saldaña Almazán,1492,"Dec 5, 2025 10:55 am","Dec 5, 2025 11:21 am"
10110,,,1,Acapulco,,,305,"Dec 5, 2025 10:55 am","Dec 5, 2025 10:56 am"
10341,,,1,Acapulco,Ninguno (NO LEER),,171,"Dec 5, 2025 10:57 am","Dec 5, 2025 11:11 am"
341,18.3238304,-99.5270232,3,Iguala,No sabe (NO LEER),,1522,"Dec 5, 2025 10:57 am","Dec 5, 2025 11:03 am"
238,17.5254015,-99.4794237,2,Chilpancingo,,,1271,"Dec 5, 2025 10:57 am","Dec 5, 2025 11:01 am"
227,17.5439249,-99.5204202,2,Chilpancingo,Jacinto González Varona,Javier Saldaña Almazán,1259,"Dec 5, 2025 10:58 am","Dec 5, 2025 11:08 am"
10361,,,1,Acapulco,Iván Hernández Díaz,Jacinto González Varona,145,"Dec 5, 2025 10:58 am","Dec 5, 2025 11:20 am"
10803,,,1,Acapulco,No respondió (NO LEER),,296,"Dec 5, 2025 10:59 am","Dec 5, 2025 11:05 am"
10362,,,1,Acapulco,Beatriz Mojica Morga,Iván Hernández Díaz,145,"Dec 5, 2025 10:59 am","Dec 5, 2025 11:13 am"
228,17.562666,-99.4964387,2,Chilpancingo,No sabe (NO LEER),,1218,"Dec 5, 2025 10:59 am","Dec 5, 2025 11:06 am"
10345,,,1,Acapulco,Iván Hernández Díaz,Félix Salgado Macedonio,229,"Dec 5, 2025 10:59 am","Dec 5, 2025 11:13 am"
210,17.5591677,-99.5033829,2,Chilpancingo,Esthela Damián Peralta,Ninguno (NO LEER),1226,"Dec 5, 2025 10:59 am","Dec 5, 2025 11:20 am"
10351,,,1,Acapulco,Iván Hernández Díaz,Esthela Damián Peralta,145,"Dec 5, 2025 10:59 am","Dec 5, 2025 11:36 am"
235,17.5595976,-99.5320243,2,Chilpancingo,Jacinto González Varona,Beatriz Mojica Morga,2822,"Dec 5, 2025 10:59 am","Dec 5, 2025 11:28 am"
10804,,,1,Acapulco,Beatriz Mojica Morga,Félix Salgado Macedonio,256,"Dec 5, 2025 10:59 am","Dec 5, 2025 11:17 am"
10512,16.8764311,-99.9093973,1,Acapulco,Javier Saldaña Almazán,Félix Salgado Macedonio,21,"Dec 5, 2025 11:00 am","Dec 5, 2025 11:18 am"
101719,,,1,Acapulco,Esthela Damián Peralta,Javier Saldaña Almazán,157,"Dec 5, 2025 11:01 am","Dec 5, 2025 11:10 am"
10411,,,1,Acapulco,Jacinto González Varona,Iván Hernández Díaz,136,"Dec 5, 2025 11:01 am","Dec 5, 2025 11:18 am"
1034,,,1,Acapulco,Jacinto González Varona,Ninguno (NO LEER),2835,"Dec 5, 2025 11:02 am","Dec 5, 2025 11:13 am"
10405,,,1,Acapulco,No sabe (NO LEER),,181,"Dec 5, 2025 11:02 am","Dec 5, 2025 11:15 am"
10352,,,1,Acapulco,,,142,"Dec 5, 2025 11:02 am","Dec 5, 2025 11:03 am"
10402,,,1,Acapulco,Abelina López Rodríguez,Esthela Damián Peralta,114,"Dec 5, 2025 11:02 am","Dec 5, 2025 11:18 am"
10802,16.8335532,-99.8005053,1,Acapulco,Beatriz Mojica Morga,Félix Salgado Macedonio,306,"Dec 5, 2025 11:03 am","Dec 5, 2025 11:36 am"
319,18.3533633,-99.5308463,3,Iguala,,,1492,"Dec 5, 2025 11:04 am","Dec 5, 2025 11:09 am"
316,,,3,Iguala,,,1492,"Dec 5, 2025 11:04 am","Dec 5, 2025 11:06 am"
3110,18.3533633,-99.5308463,3,Iguala,,,1492,"Dec 5, 2025 11:04 am","Dec 5, 2025 11:10 am"
1222,17.5578386,-99.5109173,2,Chilpancingo,,,1223,"Dec 5, 2025 11:04 am","Dec 5, 2025 11:14 am"
10343,,,1,Acapulco,Beatriz Mojica Morga,Ninguno (NO LEER),229,"Dec 5, 2025 11:04 am","Dec 5, 2025 11:17 am"
101709,,,1,Acapulco,,,207,"Dec 5, 2025 11:05 am","Dec 5, 2025 11:05 am"
10113,,,1,Acapulco,Iván Hernández Díaz,Esthela Damián Peralta,278,"Dec 5, 2025 11:05 am","Dec 5, 2025 11:25 am"
431,18.3270669,-99.5228716,3,Iguala,No sabe (NO LEER),,1522,"Dec 5, 2025 11:05 am","Dec 5, 2025 11:13 am"
101709,,,1,Acapulco,Esthela Damián Peralta,Abelina López Rodríguez,207,"Dec 5, 2025 11:05 am","Dec 5, 2025 11:36 am"
10413,,,1,Acapulco,,,120,"Dec 5, 2025 11:06 am","Dec 5, 2025 11:07 am"
10805,16.8709042,-99.8731384,1,Acapulco,Iván Hernández Díaz,Jacinto González Varona,271,"Dec 5, 2025 11:06 am","Dec 5, 2025 11:19 am"
10803,16.8528209,-99.8140209,1,Acapulco,Iván Hernández Díaz,Esthela Damián Peralta,296,"Dec 5, 2025 11:06 am","Dec 5, 2025 11:14 am"
25,16.8639515,-99.8822807,1,Acapulco,Abelina López Rodríguez,Iván Hernández Díaz,25,"Dec 5, 2025 11:06 am","Dec 5, 2025 11:25 am"
10509,,,1,Acapulco,Javier Saldaña Almazán,Beatriz Mojica Morga,17,"Dec 5, 2025 11:06 am","Dec 5, 2025 11:24 am"
10355,,,1,Acapulco,Jacinto González Varona,Iván Hernández Díaz,121,"Dec 5, 2025 11:06 am","Dec 5, 2025 11:15 am"
10355,,,1,Acapulco,,,121,"Dec 5, 2025 11:06 am","Dec 5, 2025 11:06 am"
10352,,,1,Acapulco,,,142,"Dec 5, 2025 11:06 am","Dec 5, 2025 11:06 am"
228,17.5627687,-99.4963943,2,Chilpancingo,Ninguno (NO LEER),,1218,"Dec 5, 2025 11:06 am","Dec 5, 2025 11:17 am"
10111,,,1,Acapulco,Beatriz Mojica Morga,Esthela Damián Peralta,305,"Dec 5, 2025 11:06 am","Dec 5, 2025 12:36 pm"
10111,,,1,Acapulco,,,305,"Dec 5, 2025 11:07 am","Dec 5, 2025 11:07 am"
21,16.8639515,-99.8822807,1,Acapulco,Iván Hernández Díaz,Jacinto González Varona,25,"Dec 5, 2025 11:07 am","Dec 5, 2025 11:22 am"
316,,,3,Iguala,,,1492,"Dec 5, 2025 11:07 am","Dec 5, 2025 11:17 am"
10105,16.8772698,-99.8184211,1,Acapulco,Abelina López Rodríguez,Iván Hernández Díaz,1,"Dec 5, 2025 11:07 am","Dec 5, 2025 11:24 am"
311,,,3,Iguala,,,1499,"Dec 5, 2025 11:08 am","Dec 5, 2025 11:08 am"
312,,,3,Iguala,,,1499,"Dec 5, 2025 11:08 am","Dec 5, 2025 11:08 am"
10414,,,1,Acapulco,Félix Salgado Macedonio,Beatriz Mojica Morga,120,"Dec 5, 2025 11:08 am","Dec 5, 2025 11:20 am"
3111,18.3504623,-99.5301512,3,Iguala,,,1492,"Dec 5, 2025 11:08 am","Dec 5, 2025 11:10 am"
10357,,,1,Acapulco,Iván Hernández Díaz,Beatriz Mojica Morga,121,"Dec 5, 2025 11:08 am","Dec 5, 2025 11:21 am"
314,18.3453803,-99.5348057,3,Iguala,Ninguno (NO LEER),,1492,"Dec 5, 2025 11:09 am","Dec 5, 2025 11:22 am"
311,,,3,Iguala,,,1499,"Dec 5, 2025 11:09 am","Dec 5, 2025 11:09 am"
321,,,3,Iguala,,,1527,"Dec 5, 2025 11:09 am","Dec 5, 2025 11:10 am"
10353,,,1,Acapulco,Iván Hernández Díaz,Jacinto González Varona,142,"Dec 5, 2025 11:09 am","Dec 5, 2025 11:21 am"
10364,,,1,Acapulco,Iván Hernández Díaz,Ninguno (NO LEER),165,"Dec 5, 2025 11:09 am","Dec 5, 2025 11:30 am"
312,,,3,Iguala,,,1499,"Dec 5, 2025 11:09 am","Dec 5, 2025 11:10 am"
10348,,,1,Acapulco,No sabe (NO LEER),,2835,"Dec 5, 2025 11:10 am","Dec 5, 2025 11:32 am"
10505,,,1,Acapulco,Ninguno (NO LEER),,19,"Dec 5, 2025 11:10 am","Dec 5, 2025 11:23 am"
101720,16.8971664,-99.8201474,1,Acapulco,Ninguno (NO LEER),,157,"Dec 5, 2025 11:10 am","Dec 5, 2025 11:28 am"
101706,,,1,Acapulco,,,158,"Dec 5, 2025 11:10 am","Dec 5, 2025 11:10 am"
3110,18.3533633,-99.5308463,3,Iguala,No sabe (NO LEER),,1492,"Dec 5, 2025 11:10 am","Dec 5, 2025 11:25 am"
101706,,,1,Acapulco,,,158,"Dec 5, 2025 11:11 am","Dec 5, 2025 11:11 am"
315,18.3453803,-99.5348057,3,Iguala,Beatriz Mojica Morga,Ninguno (NO LEER),1492,"Dec 5, 2025 11:11 am","Dec 5, 2025 11:29 am"
10507,16.8639515,-99.8822807,1,Acapulco,Beatriz Mojica Morga,Pablo Amílcar Sandoval Ballesteros,31,"Dec 5, 2025 11:11 am","Dec 5, 2025 11:27 am"
3111,18.3504623,-99.5301512,3,Iguala,Ninguno (NO LEER),,1492,"Dec 5, 2025 11:11 am","Dec 5, 2025 11:38 am"
319,18.3533633,-99.5308463,3,Iguala,,,1492,"Dec 5, 2025 11:11 am","Dec 5, 2025 11:16 am"
101717,16.8104568,-99.816447,1,Acapulco,Ninguno (NO LEER),,208,"Dec 5, 2025 11:11 am","Dec 5, 2025 11:21 am"
101706,,,1,Acapulco,,,158,"Dec 5, 2025 11:11 am","Dec 5, 2025 11:11 am"
244,,,2,Chilpancingo,No sabe (NO LEER),,1265,"Dec 5, 2025 11:12 am","Dec 5, 2025 11:21 am"
244,,,2,Chilpancingo,,,1265,"Dec 5, 2025 11:12 am","Dec 5, 2025 11:12 am"
346,18.3335455,-99.5235479,3,Iguala,Iván Hernández Díaz,Ninguno (NO LEER),1521,"Dec 5, 2025 11:12 am","Dec 5, 2025 11:21 am"
101719,,,1,Acapulco,Esthela Damián Peralta,Javier Saldaña Almazán,157,"Dec 5, 2025 11:12 am","Dec 5, 2025 11:30 am"
101711,15.1262219,-90.1809493,1,Acapulco,Ninguno (NO LEER),,1,"Dec 5, 2025 11:13 am","Dec 5, 2025 11:29 am"
101719,,,1,Acapulco,,,157,"Dec 5, 2025 11:13 am","Dec 5, 2025 11:13 am"
101720,,,1,Acapulco,,,157,"Dec 5, 2025 11:14 am","Dec 5, 2025 11:14 am"
10508,,,1,Acapulco,No sabe (NO LEER),,125,"Dec 5, 2025 11:14 am","Dec 5, 2025 11:25 am"
1501,16.870351,-99.9344646,1,Acapulco,Jacinto González Varona,Beatriz Mojica Morga,31,"Dec 5, 2025 11:15 am","Dec 5, 2025 11:50 am"
10363,,,1,Acapulco,Iván Hernández Díaz,Ninguno (NO LEER),165,"Dec 5, 2025 11:15 am","Dec 5, 2025 11:35 am"
10408,,,1,Acapulco,Pablo Amílcar Sandoval Ballesteros,Félix Salgado Macedonio,133,"Dec 5, 2025 11:15 am","Dec 5, 2025 11:44 am"
10409,19.4400814,-99.1299452,1,Acapulco,Iván Hernández Díaz,Beatriz Mojica Morga,113,"Dec 5, 2025 11:16 am","Dec 5, 2025 11:29 am"
242,17.5380607,-99.5179542,2,Chilpancingo,Esthela Damián Peralta,Iván Hernández Díaz,1265,"Dec 5, 2025 11:16 am","Dec 5, 2025 11:35 am"
10355,,,1,Acapulco,Jacinto González Varona,Iván Hernández Díaz,121,"Dec 5, 2025 11:17 am","Dec 5, 2025 11:27 am"
324,,,3,Iguala,,,1527,"Dec 5, 2025 11:17 am","Dec 5, 2025 11:18 am"
222,17.5578386,-99.5109173,2,Chilpancingo,No respondió (NO LEER),,1223,"Dec 5, 2025 11:17 am","Dec 5, 2025 11:38 am"
10345,,,1,Acapulco,Iván Hernández Díaz,Jacinto González Varona,229,"Dec 5, 2025 11:18 am","Dec 5, 2025 11:27 am"
312,,,3,Iguala,Ninguno (NO LEER),,1499,"Dec 5, 2025 11:18 am","Dec 5, 2025 11:28 am"
328,18.3527477,-99.5402524,3,Iguala,,,1489,"Dec 5, 2025 11:18 am","Dec 5, 2025 11:21 am"
228,17.5628389,-99.4964995,2,Chilpancingo,No sabe (NO LEER),,1218,"Dec 5, 2025 11:18 am","Dec 5, 2025 11:33 am"
243,,,2,Chilpancingo,Iván Hernández Díaz,Jacinto González Varona,1265,"Dec 5, 2025 11:18 am","Dec 5, 2025 11:45 am"
10362,,,1,Acapulco,Beatriz Mojica Morga,Iván Hernández Díaz,145,"Dec 5, 2025 11:18 am","Dec 5, 2025 11:44 am"
101701,,,1,Acapulco,,,265,"Dec 5, 2025 11:19 am","Dec 5, 2025 11:19 am"
101701,,,1,Acapulco,,,265,"Dec 5, 2025 11:19 am","Dec 5, 2025 11:19 am"
316,,,3,Iguala,,,1492,"Dec 5, 2025 11:19 am","Dec 5, 2025 11:20 am"
10352,,,1,Acapulco,,,142,"Dec 5, 2025 11:19 am","Dec 5, 2025 11:19 am"
10352,,,1,Acapulco,,,142,"Dec 5, 2025 11:19 am","Dec 5, 2025 11:19 am"
10411,,,1,Acapulco,No respondió (NO LEER),,136,"Dec 5, 2025 11:19 am","Dec 5, 2025 11:28 am"
10503,16.9083195,-99.9547946,1,Acapulco,,,124,"Dec 5, 2025 11:19 am","Dec 5, 2025 11:58 am"
343,18.3270669,-99.5228716,3,Iguala,Ninguno (NO LEER),,1522,"Dec 5, 2025 11:19 am","Dec 5, 2025 11:28 am"
324,18.3448477,-99.5397344,3,Iguala,,,1489,"Dec 5, 2025 11:19 am","Dec 5, 2025 11:24 am"
101720,,,1,Acapulco,,,157,"Dec 5, 2025 11:20 am","Dec 5, 2025 11:20 am"
10354,,,1,Acapulco,Jacinto González Varona,Pablo Amílcar Sandoval Ballesteros,142,"Dec 5, 2025 11:19 am","Dec 5, 2025 11:40 am"
238,17.5254015,-99.4794237,2,Chilpancingo,Iván Hernández Díaz,Javier Saldaña Almazán,1271,"Dec 5, 2025 11:19 am","Dec 5, 2025 11:31 am"
1232,18.3276701,-99.5587521,3,Iguala,Félix Salgado Macedonio,No respondió (NO LEER),2831,"Dec 5, 2025 11:20 am","Dec 5, 2025 12:38 pm"
248,,,2,Chilpancingo,,,1265,"Dec 5, 2025 11:20 am","Dec 5, 2025 11:24 am"
248,,,2,Chilpancingo,,,1265,"Dec 5, 2025 11:20 am","Dec 5, 2025 11:20 am"
10401,,,1,Acapulco,No sabe (NO LEER),,114,"Dec 5, 2025 11:20 am","Dec 5, 2025 11:39 am"
101701,,,1,Acapulco,Abelina López Rodríguez,Javier Saldaña Almazán,265,"Dec 5, 2025 11:20 am","Dec 5, 2025 11:42 am"
10805,16.8709042,-99.8731384,1,Acapulco,Iván Hernández Díaz,Jacinto González Varona,271,"Dec 5, 2025 11:20 am","Dec 5, 2025 11:35 am"
101711,,,1,Acapulco,No respondió (NO LEER),,192,"Dec 5, 2025 11:21 am","Dec 5, 2025 11:40 am"
316,,,3,Iguala,Iván Hernández Díaz,No respondió (NO LEER),1492,"Dec 5, 2025 11:21 am","Dec 5, 2025 11:33 am"
313,18.3453803,-99.5348057,3,Iguala,Félix Salgado Macedonio,Beatriz Mojica Morga,1492,"Dec 5, 2025 11:21 am","Dec 5, 2025 11:32 am"
101717167,16.8824475,-99.8214067,1,Acapulco,Beatriz Mojica Morga,Esthela Damián Peralta,208,"Dec 5, 2025 11:21 am","Dec 5, 2025 11:42 am"
10803,15.8507634,-97.0543926,1,Acapulco,Ninguno (NO LEER),,296,"Dec 5, 2025 11:21 am","Dec 5, 2025 11:30 am"
10804,,,1,Acapulco,Iván Hernández Díaz,Beatriz Mojica Morga,256,"Dec 5, 2025 11:21 am","Dec 5, 2025 11:34 am"
10361,,,1,Acapulco,Iván Hernández Díaz,Ninguno (NO LEER),145,"Dec 5, 2025 11:21 am","Dec 5, 2025 11:31 am"
232,17.5449647,-99.4835919,2,Chilpancingo,,,1257,"Dec 5, 2025 11:21 am","Dec 5, 2025 11:47 am"
101719,,,1,Acapulco,No sabe (NO LEER),,157,"Dec 5, 2025 11:21 am","Dec 5, 2025 11:31 am"
203,,,3,Iguala,Beatriz Mojica Morga,No sabe (NO LEER),16,"Dec 5, 2025 11:21 am","Dec 5, 2025 11:35 am"
10409,,,1,Acapulco,Ninguno (NO LEER),,113,"Dec 5, 2025 11:21 am","Dec 5, 2025 11:35 am"
1233,18.3269086,-99.5534406,3,Iguala,Félix Salgado Macedonio,No sabe (NO LEER),2831,"Dec 5, 2025 11:21 am","Dec 5, 2025 12:49 pm"
1236,18.3276701,-99.5587521,3,Iguala,,,2831,"Dec 5, 2025 11:22 am","Dec 5, 2025 12:24 pm"
101701,16.872208,-99.8169341,1,Acapulco,Félix Salgado Macedonio,Abelina López Rodríguez,265,"Dec 5, 2025 11:22 am","Dec 5, 2025 11:35 am"
234,17.5449647,-99.4835919,2,Chilpancingo,,,1257,"Dec 5, 2025 11:26 am","Dec 5, 2025 11:55 am"
3112,18.3533633,-99.5308463,3,Iguala,Ninguno (NO LEER),,1492,"Dec 5, 2025 11:22 am","Dec 5, 2025 11:50 am"
326,,,3,Iguala,Ninguno (NO LEER),,1527,"Dec 5, 2025 11:22 am","Dec 5, 2025 11:34 am"
101717,16.8104568,-99.816447,1,Acapulco,Ninguno (NO LEER),,208,"Dec 5, 2025 11:22 am","Dec 5, 2025 11:35 am"
225,17.5397989,-99.5211753,2,Chilpancingo,Jacinto González Varona,Javier Saldaña Almazán,1259,"Dec 5, 2025 11:23 am","Dec 5, 2025 11:40 am"
315,18.3453803,-99.5348057,3,Iguala,,,1,"Dec 5, 2025 11:23 am","Dec 5, 2025 11:25 am"
345,,,3,Iguala,Ninguno (NO LEER),,1522,"Dec 5, 2025 11:23 am","Dec 5, 2025 11:33 am"
227,17.5397989,-99.5211753,2,Chilpancingo,Javier Saldaña Almazán,Jacinto González Varona,1259,"Dec 5, 2025 11:23 am","Dec 5, 2025 11:40 am"
226,17.5397989,-99.5211753,2,Chilpancingo,Javier Saldaña Almazán,Ninguno (NO LEER),1259,"Dec 5, 2025 11:23 am","Dec 5, 2025 11:39 am"
311,,,3,Iguala,Ninguno (NO LEER),,1499,"Dec 5, 2025 11:23 am","Dec 5, 2025 11:32 am"
10505,,,1,Acapulco,,,19,"Dec 5, 2025 11:24 am","Dec 5, 2025 11:35 am"
101705,,,1,Acapulco,Félix Salgado Macedonio,Ninguno (NO LEER),158,"Dec 5, 2025 11:24 am","Dec 5, 2025 11:37 am"
10513,16.9083195,-99.9547946,1,Acapulco,Pablo Amílcar Sandoval Ballesteros,Ninguno (NO LEER),124,"Dec 5, 2025 11:24 am","Dec 5, 2025 11:38 am"
239,,,2,Chilpancingo,No sabe (NO LEER),,1271,"Dec 5, 2025 11:25 am","Dec 5, 2025 11:45 am"
324,18.3527477,-99.5402524,3,Iguala,No sabe (NO LEER),,1489,"Dec 5, 2025 11:25 am","Dec 5, 2025 11:36 am"
101720,,,1,Acapulco,Pablo Amílcar Sandoval Ballesteros,Ninguno (NO LEER),157,"Dec 5, 2025 11:26 am","Dec 5, 2025 11:41 am"
101702,,,1,Acapulco,Félix Salgado Macedonio,Beatriz Mojica Morga,265,"Dec 5, 2025 11:25 am","Dec 5, 2025 11:59 am"
10356,,,1,Acapulco,Iván Hernández Díaz,No sabe (NO LEER),121,"Dec 5, 2025 11:26 am","Dec 5, 2025 11:43 am"
101716,,,1,Acapulco,,,7,"Dec 5, 2025 11:26 am","Dec 5, 2025 11:26 am"
10405,,,1,Acapulco,,,181,"Dec 5, 2025 11:26 am","Dec 5, 2025 11:27 am"
10509,,,1,Acapulco,Javier Saldaña Almazán,Félix Salgado Macedonio,17,"Dec 5, 2025 11:26 am","Dec 5, 2025 11:38 am"
315,,,3,Iguala,,,1492,"Dec 5, 2025 11:26 am","Dec 5, 2025 11:28 am"
321,,,3,Iguala,No respondió (NO LEER),,1527,"Dec 5, 2025 11:27 am","Dec 5, 2025 11:37 am"
101716,16.8991451,-99.818104,1,Acapulco,Abelina López Rodríguez,Beatriz Mojica Morga,7,"Dec 5, 2025 11:27 am","Dec 5, 2025 11:42 am"
3110,18.3533633,-99.5308463,3,Iguala,,,1492,"Dec 5, 2025 11:27 am","Dec 5, 2025 11:34 am"
27,,,1,Acapulco,No respondió (NO LEER),,105,"Dec 5, 2025 11:28 am","Dec 5, 2025 11:43 am"
22,,,1,Acapulco,,,105,"Dec 5, 2025 11:28 am","Dec 5, 2025 11:28 am"
10806,,,1,Acapulco,Beatriz Mojica Morga,Esthela Damián Peralta,185,"Dec 5, 2025 11:28 am","Dec 5, 2025 11:58 am"
101715,16.8991451,-99.818104,1,Acapulco,Javier Saldaña Almazán,Pablo Amílcar Sandoval Ballesteros,101715,"Dec 5, 2025 11:28 am","Dec 5, 2025 11:57 am"
31,,,1,Acapulco,,,105,"Dec 5, 2025 11:28 am","Dec 5, 2025 11:28 am"
248,,,2,Chilpancingo,,,1265,"Dec 5, 2025 11:29 am","Dec 5, 2025 11:31 am"
10405,,,1,Acapulco,Iván Hernández Díaz,Pablo Amílcar Sandoval Ballesteros,181,"Dec 5, 2025 11:29 am","Dec 5, 2025 11:57 am"
218,17.5508259,-99.5014623,2,Chilpancingo,Javier Saldaña Almazán,,1210,"Dec 5, 2025 11:29 am","Dec 5, 2025 11:47 am"
22,,,1,Acapulco,Abelina López Rodríguez,No respondió (NO LEER),105,"Dec 5, 2025 11:29 am","Dec 5, 2025 11:53 am"
2110,17.5508259,-99.5014623,2,Chilpancingo,Ninguno (NO LEER),,1210,"Dec 5, 2025 11:29 am","Dec 5, 2025 12:06 pm"
216,17.4391926,-99.5450974,2,Chilpancingo,Beatriz Mojica Morga,No respondió (NO LEER),1210,"Dec 5, 2025 11:29 am","Dec 5, 2025 11:56 am"
217,17.5508259,-99.5014623,2,Chilpancingo,No respondió (NO LEER),,1210,"Dec 5, 2025 11:30 am","Dec 5, 2025 11:51 am"
346,18.336062,-99.5245905,3,Iguala,Iván Hernández Díaz,Ninguno (NO LEER),1521,"Dec 5, 2025 11:30 am","Dec 5, 2025 11:51 am"
319,,,3,Iguala,,,1492,"Dec 5, 2025 11:30 am","Dec 5, 2025 11:31 am"
3411,18.336062,-99.5245905,3,Iguala,No sabe (NO LEER),,1521,"Dec 5, 2025 11:30 am","Dec 5, 2025 11:45 am"
10501,,,1,Acapulco,Esthela Damián Peralta,Ninguno (NO LEER),17,"Dec 5, 2025 11:30 am","Dec 5, 2025 11:41 am"
245,17.5508259,-99.5014623,2,Chilpancingo,No respondió (NO LEER),,1265,"Dec 5, 2025 11:30 am","Dec 5, 2025 11:39 am"
315,18.3448619,-99.5397887,3,Iguala,Ninguno (NO LEER),,1492,"Dec 5, 2025 11:31 am","Dec 5, 2025 11:58 am"
213,17.5601285,-99.5033589,2,Chilpancingo,,,1210,"Dec 5, 2025 11:31 am","Dec 5, 2025 11:51 am"
1234,18.3160056,-99.5659571,3,Iguala,Félix Salgado Macedonio,Beatriz Mojica Morga,2831,"Dec 5, 2025 11:31 am","Dec 5, 2025 12:02 pm"
312,,,3,Iguala,,,1499,"Dec 5, 2025 11:31 am","Dec 5, 2025 11:31 am"
10344,,,1,Acapulco,Iván Hernández Díaz,Jacinto González Varona,229,"Dec 5, 2025 11:31 am","Dec 5, 2025 11:42 am"
329,18.3527477,-99.5402524,3,Iguala,No sabe (NO LEER),,1489,"Dec 5, 2025 11:31 am","Dec 5, 2025 12:00 pm"
