seccion_electoral,municipio,municipio_texto,id_encuestador,latitud,longitud,fecha_hora,Modified Date,tiene_gps
1265,2,Chilpancingo,248,,,2025-12-05 11:56:00,"Dec 5, 2025 12:12 pm",False
1522,3,Iguala,341,18.3290618,-99.5260606,2025-12-05 11:56:00,"Dec 5, 2025 12:02 pm",True
1522,3,Iguala,341,,,2025-12-05 11:56:00,"Dec 5, 2025 11:56 am",False
192,1,Acapulco,101711,16.882977,-99.8969583,2025-12-05 11:57:00,"Dec 5, 2025 12:09 pm",True
21,1,Acapulco,10511,16.8154361,-99.8084434,2025-12-05 11:57:00,"Dec 5, 2025 12:15 pm",True
17,1,Acapulco,10509,16.8808875,-99.9460155,2025-12-05 11:57:00,"Dec 5, 2025 12:13 pm",True
207,1,Acapulco,101710,16.8864139,-99.8161174,2025-12-05 11:57:00,"Dec 5, 2025 12:14 pm",True
468,1,Acapulco,10169,16.8601579,-99.8438843,2025-12-05 11:57:00,"Dec 5, 2025 12:11 pm",True
247,1,Acapulco,10106,16.8707852,-99.8263654,2025-12-05 11:50:00,"Dec 5, 2025 12:19 pm",True
247,1,Acapulco,10106,,,2025-12-05 11:50:00,"Dec 5, 2025 11:50 am",False
207,1,Acapulco,101709,16.8827783,-99.8200679,2025-12-05 11:57:00,"Dec 5, 2025 12:08 pm",True
2835,1,Acapulco,10347,,,2025-12-05 11:57:00,"Dec 5, 2025 12:06 pm",False
125,1,Acapulco,10508,,,2025-12-05 11:58:00,"Dec 5, 2025 11:58 am",False
225,1,Acapulco,101714,,,2025-12-05 11:58:00,"Dec 5, 2025 12:27 pm",False
1265,2,Chilpancingo,243,,,2025-12-05 11:58:00,"Dec 5, 2025 12:13 pm",False
225,1,Acapulco,101714,,,2025-12-05 11:59:00,"Dec 5, 2025 1:15 pm",False
105,1,Acapulco,22,,,2025-12-05 11:58:00,"Dec 5, 2025 12:18 pm",False
114,1,Acapulco,10401,,,2025-12-05 11:58:00,"Dec 5, 2025 12:17 pm",False
120,1,Acapulco,10414,,,2025-12-05 11:58:00,"Dec 5, 2025 12:09 pm",False
120,1,Acapulco,10413,,,2025-12-05 11:58:00,"Dec 5, 2025 12:12 pm",False
181,1,Acapulco,10045,,,2025-12-05 11:59:00,"Dec 5, 2025 12:05 pm",False
125,1,Acapulco,10508,,,2025-12-05 11:59:00,"Dec 5, 2025 12:22 pm",False
21,1,Acapulco,10512,16.8769129,-99.9100703,2025-12-05 11:59:00,"Dec 5, 2025 12:32 pm",True
271,1,Acapulco,10805,16.8709042,-99.8731384,2025-12-05 11:59:00,"Dec 5, 2025 12:11 pm",True
1211,2,Chilpancingo,2111,,,2025-12-05 12:00:00,"Dec 5, 2025 12:10 pm",False
1210,2,Chilpancingo,217,17.5508259,-99.5014623,2025-12-05 12:00:00,"Dec 5, 2025 12:13 pm",True
157,2,Chilpancingo,232,17.5449647,-99.4835919,2025-12-05 12:00:00,"Dec 5, 2025 12:13 pm",True
2835,1,Acapulco,10346,,,2025-12-05 12:00:00,"Dec 5, 2025 12:30 pm",False
124,1,Acapulco,10503,16.9083195,-99.9547946,2025-12-05 12:00:00,"Dec 5, 2025 12:08 pm",True
1210,2,Chilpancingo,213,,,2025-12-05 12:00:00,"Dec 5, 2025 12:15 pm",False
2822,2,Chilpancingo,236,,,2025-12-05 12:01:00,"Dec 5, 2025 12:17 pm",False
278,1,Acapulco,10118,,,2025-12-05 12:01:00,"Dec 5, 2025 12:14 pm",False
133,1,Acapulco,10408,,,2025-12-05 12:01:00,"Dec 5, 2025 12:19 pm",False
2831,3,Iguala,12310,18.3276701,-99.5587521,2025-12-05 12:03:00,"Dec 5, 2025 12:05 pm",True
192,1,Acapulco,101712,,,2025-12-05 12:04:00,"Dec 5, 2025 12:20 pm",False
278,1,Acapulco,10117,,,2025-12-05 12:04:00,"Dec 5, 2025 12:22 pm",False
296,1,Acapulco,10803,16.8528855,-99.8152134,2025-12-05 12:04:00,"Dec 5, 2025 12:12 pm",True
1265,2,Chilpancingo,242,17.5387679,-99.5211152,2025-12-05 12:05:00,"Dec 5, 2025 12:17 pm",True
1245,2,Chilpancingo,224,17.5476955,-99.4819044,2025-12-05 12:05:00,"Dec 5, 2025 1:11 pm",True
1,1,Acapulco,10404,,,2025-12-05 12:05:00,"Dec 5, 2025 12:12 pm",False
1112,2,Chilpancingo,214,,,2025-12-05 12:05:00,"Dec 5, 2025 12:23 pm",False
153,1,Acapulco,101716,16.9008359,-99.8196951,2025-12-05 12:05:00,"Dec 5, 2025 12:20 pm",True
278,1,Acapulco,10114,,,2025-12-05 12:05:00,"Dec 5, 2025 12:20 pm",False
278,1,Acapulco,10113,,,2025-12-05 12:06:00,"Dec 5, 2025 12:18 pm",False
1245,2,Chilpancingo,233,,,2025-12-05 12:06:00,"Dec 5, 2025 12:19 pm",False
9,1,Acapulco,10510,,,2025-12-05 12:06:00,"Dec 5, 2025 12:25 pm",False
1259,2,Chilpancingo,227,17.5427801,-99.5288417,2025-12-05 12:06:00,"Dec 5, 2025 12:15 pm",True
111,1,Acapulco,10358,16.9152244,-99.8333179,2025-12-05 12:06:00,"Dec 5, 2025 12:17 pm",True
133,1,Acapulco,10407,,,2025-12-05 12:06:00,"Dec 5, 2025 12:33 pm",False
1259,2,Chilpancingo,226,17.5427801,-99.5288417,2025-12-05 12:07:00,"Dec 5, 2025 12:15 pm",True
2831,3,Iguala,1235,18.3276701,-99.5587521,2025-12-05 12:08:00,"Dec 5, 2025 12:30 pm",True
181,1,Acapulco,10405,,,2025-12-05 12:07:00,"Dec 5, 2025 12:29 pm",False
1522,3,Iguala,342,,,2025-12-05 12:08:00,"Dec 5, 2025 12:08 pm",False
207,1,Acapulco,101709,16.8827783,-99.8200679,2025-12-05 12:08:00,"Dec 5, 2025 12:24 pm",True
124,1,Acapulco,10503,16.9083195,-99.9547946,2025-12-05 12:09:00,"Dec 5, 2025 12:44 pm",True
1522,3,Iguala,341,18.3290618,-99.5260606,2025-12-05 12:09:00,"Dec 5, 2025 12:16 pm",True
1522,3,Iguala,341,,,2025-12-05 12:09:00,"Dec 5, 2025 12:09 pm",False
1265,2,Chilpancingo,244,,,2025-12-05 12:09:00,"Dec 5, 2025 12:18 pm",False
305,1,Acapulco,10112,,,2025-12-05 12:09:00,"Dec 5, 2025 12:10 pm",False
305,1,Acapulco,10110,16.8569634,-99.8041245,2025-12-05 12:10:00,"Dec 5, 2025 12:29 pm",True
120,1,Acapulco,10414,,,2025-12-05 12:10:00,"Dec 5, 2025 12:15 pm",False
111,1,Acapulco,10359,16.9149229,-99.8335506,2025-12-05 12:10:00,"Dec 5, 2025 12:28 pm",True
305,1,Acapulco,10108,16.8229448,-99.8104763,2025-12-05 12:11:00,"Dec 5, 2025 12:36 pm",True
305,1,Acapulco,10112,,,2025-12-05 12:11:00,"Dec 5, 2025 12:36 pm",False
111,1,Acapulco,10360,16.9200333,-99.8417862,2025-12-05 12:11:00,"Dec 5, 2025 12:23 pm",True
306,1,Acapulco,10802,16.8328622,-99.8048219,2025-12-05 12:12:00,"Dec 5, 2025 12:32 pm",True
19,1,Acapulco,10504,,,2025-12-05 12:12:00,"Dec 5, 2025 12:32 pm",False
125,1,Acapulco,10502,,,2025-12-05 12:12:00,"Dec 5, 2025 12:42 pm",False
1522,3,Iguala,342,18.3292309,-99.5327579,2025-12-05 12:12:00,"Dec 5, 2025 12:19 pm",True
1259,2,Chilpancingo,223,17.5427801,-99.5288417,2025-12-05 12:12:00,"Dec 5, 2025 12:20 pm",True
19,1,Acapulco,10504,,,2025-12-05 12:12:00,"Dec 5, 2025 12:19 pm",False
120,1,Acapulco,10413,,,2025-12-05 12:12:00,"Dec 5, 2025 12:21 pm",False
265,1,Acapulco,101702,,,2025-12-05 12:12:00,"Dec 5, 2025 12:22 pm",False
1271,2,Chilpancingo,238,17.527457,-99.4823376,2025-12-05 12:13:00,"Dec 5, 2025 12:29 pm",True
1271,2,Chilpancingo,239,,,2025-12-05 12:13:00,"Dec 5, 2025 12:26 pm",False
265,1,Acapulco,101702,,,2025-12-05 12:13:00,"Dec 5, 2025 12:22 pm",False
2835,1,Acapulco,10347,,,2025-12-05 12:13:00,"Dec 5, 2025 12:25 pm",False
1522,3,Iguala,343,,,2025-12-05 12:14:00,"Dec 5, 2025 12:21 pm",False
165,1,Acapulco,10365,,,2025-12-05 12:15:00,"Dec 5, 2025 12:29 pm",False
1524,3,Iguala,3411,18.334665,-99.5304987,2025-12-05 12:15:00,"Dec 5, 2025 12:23 pm",True
1524,3,Iguala,346,18.334665,-99.5304987,2025-12-05 12:15:00,"Dec 5, 2025 12:24 pm",True
1524,3,Iguala,347,18.334665,-99.5304987,2025-12-05 12:15:00,"Dec 5, 2025 12:24 pm",True
1524,3,Iguala,349,18.334665,-99.5304987,2025-12-05 12:15:00,"Dec 5, 2025 12:28 pm",True
181,1,Acapulco,10405,,,2025-12-05 12:16:00,"Dec 5, 2025 12:28 pm",False
1524,3,Iguala,348,18.334665,-99.5304987,2025-12-05 12:16:00,"Dec 5, 2025 12:30 pm",True
296,1,Acapulco,10803,16.8527307,-99.815697,2025-12-05 12:16:00,"Dec 5, 2025 12:24 pm",True
7,1,Acapulco,101715,16.8994966,-99.8182526,2025-12-05 12:16:00,"Dec 5, 2025 12:31 pm",True
123,2,Chilpancingo,222,17.5578386,-99.5109173,2025-12-05 12:17:00,"Dec 5, 2025 12:22 pm",True
208,1,Acapulco,101818,16.8907363,-99.8179714,2025-12-05 12:17:00,"Dec 5, 2025 12:26 pm",True
1524,3,Iguala,3410,18.334665,-99.5304987,2025-12-05 12:15:00,"Dec 5, 2025 12:24 pm",True
278,1,Acapulco,10116,16.8592267,-99.8643675,2025-12-05 12:17:00,"Dec 5, 2025 12:26 pm",True
9,1,Acapulco,10515,16.8899593,-99.9455524,2025-12-05 12:17:00,"Dec 5, 2025 12:36 pm",True
158,1,Acapulco,101705,16.8970065,-99.8208632,2025-12-05 12:17:00,"Dec 5, 2025 12:38 pm",True
1265,2,Chilpancingo,242,17.5380607,-99.5179542,2025-12-05 12:18:00,"Dec 5, 2025 12:19 pm",True
207,1,Acapulco,101710,16.8864139,-99.8161174,2025-12-05 12:18:00,"Dec 5, 2025 12:26 pm",True
207,1,Acapulco,101710,,,2025-12-05 12:18:00,"Dec 5, 2025 12:24 pm",False
113,1,Acapulco,10410,,,2025-12-05 12:18:00,"Dec 5, 2025 12:31 pm",False
278,1,Acapulco,10113,,,2025-12-05 12:19:00,"Dec 5, 2025 12:44 pm",False
17,1,Acapulco,10509,16.8808875,-99.9460155,2025-12-05 12:19:00,"Dec 5, 2025 12:30 pm",True
124,1,Acapulco,10503,16.9083195,-99.9547946,2025-12-05 12:19:00,"Dec 5, 2025 12:27 pm",True
19,1,Acapulco,10504,,,2025-12-05 12:20:00,"Dec 5, 2025 12:26 pm",False
133,1,Acapulco,10408,,,2025-12-05 12:20:00,"Dec 5, 2025 12:28 pm",False
1215,2,Chilpancingo,229,17.5607911,-99.4993487,2025-12-05 12:21:00,"Dec 5, 2025 12:36 pm",True
185,1,Acapulco,10806,,,2025-12-05 12:21:00,"Dec 5, 2025 12:21 pm",False
1522,3,Iguala,345,18.3292309,-99.5327579,2025-12-05 12:22:00,"Dec 5, 2025 12:31 pm",True
305,1,Acapulco,10107,,,2025-12-05 12:22:00,"Dec 5, 2025 12:39 pm",False
185,1,Acapulco,10806,,,2025-12-05 12:22:00,"Dec 5, 2025 12:53 pm",False
113,1,Acapulco,10409,,,2025-12-05 12:22:00,"Dec 5, 2025 12:32 pm",False
136,1,Acapulco,10412,,,2025-12-05 12:22:00,"Dec 5, 2025 12:41 pm",False
153,1,Acapulco,101716,16.9005135,-99.8197087,2025-12-05 12:22:00,"Dec 5, 2025 12:43 pm",True
278,1,Acapulco,10118,,,2025-12-05 12:22:00,"Dec 5, 2025 12:37 pm",False
278,1,Acapulco,10117,,,2025-12-05 12:22:00,"Dec 5, 2025 12:37 pm",False
225,1,Acapulco,101713,,,2025-12-05 12:23:00,"Dec 5, 2025 12:51 pm",False
1223,2,Chilpancingo,222,17.5578386,-99.5109173,2025-12-05 12:23:00,"Dec 5, 2025 1:01 pm",True
9,1,Acapulco,10514,,,2025-12-05 12:23:00,"Dec 5, 2025 12:50 pm",False
165,1,Acapulco,10363,,,2025-12-05 12:24:00,"Dec 5, 2025 12:50 pm",False
207,1,Acapulco,101709,16.8827783,-99.8200679,2025-12-05 12:25:00,"Dec 5, 2025 12:46 pm",True
296,1,Acapulco,10803,16.8524838,-99.815743,2025-12-05 12:25:00,"Dec 5, 2025 12:31 pm",True
207,1,Acapulco,101710,,,2025-12-05 12:25:00,"Dec 5, 2025 12:26 pm",False
1489,3,Iguala,329,18.3505696,-99.5381444,2025-12-05 12:26:00,"Dec 5, 2025 12:37 pm",True
1491,3,Iguala,314,18.3508887,-99.5349456,2025-12-05 12:26:00,"Dec 5, 2025 12:34 pm",True
1491,3,Iguala,315,18.3508887,-99.5349456,2025-12-05 12:26:00,"Dec 5, 2025 12:31 pm",True
1491,3,Iguala,316,18.3508887,-99.5349456,2025-12-05 12:26:00,"Dec 5, 2025 12:34 pm",True
265,1,Acapulco,101702,,,2025-12-05 12:26:00,"Dec 5, 2025 12:40 pm",False
207,1,Acapulco,101710,16.8864139,-99.8161174,2025-12-05 12:26:00,"Dec 5, 2025 12:31 pm",True
208,1,Acapulco,101818,16.8907363,-99.8179714,2025-12-05 12:26:00,"Dec 5, 2025 12:33 pm",True
1491,3,Iguala,313,18.3508887,-99.5349456,2025-12-05 12:26:00,"Dec 5, 2025 12:35 pm",True
125,1,Acapulco,10508,,,2025-12-05 12:27:00,"Dec 5, 2025 12:27 pm",False
19,1,Acapulco,10504,,,2025-12-05 12:27:00,"Dec 5, 2025 12:33 pm",False
192,1,Acapulco,101712,,,2025-12-05 12:27:00,"Dec 5, 2025 12:36 pm",False
158,1,Acapulco,101706,,,2025-12-05 12:27:00,"Dec 5, 2025 12:40 pm",False
265,1,Acapulco,101702,,,2025-12-05 12:28:00,"Dec 5, 2025 12:35 pm",False
256,1,Acapulco,10804,,,2025-12-05 12:28:00,"Dec 5, 2025 12:37 pm",False
278,1,Acapulco,110116,16.8592267,-99.8643675,2025-12-05 12:28:00,"Dec 5, 2025 12:34 pm",True
21,1,Acapulco,10511,16.8788363,-99.9108203,2025-12-05 12:52:00,"Dec 5, 2025 1:02 pm",True
2822,2,Chilpancingo,231,,,2025-12-05 12:27:00,"Dec 5, 2025 12:36 pm",False
192,1,Acapulco,101712,,,2025-12-05 12:29:00,"Dec 5, 2025 12:40 pm",False
225,1,Acapulco,101714,,,2025-12-05 12:30:00,"Dec 5, 2025 12:53 pm",False
2831,3,Iguala,12312,18.3325219,-99.5535569,2025-12-05 12:30:00,"Dec 5, 2025 12:47 pm",True
1271,2,Chilpancingo,238,,,2025-12-05 12:31:00,"Dec 5, 2025 12:31 pm",False
1491,3,Iguala,327,18.3508887,-99.5349456,2025-12-05 12:31:00,"Dec 5, 2025 12:37 pm",True
1265,2,Chilpancingo,242,17.5380607,-99.5179542,2025-12-05 12:31:00,"Dec 5, 2025 12:40 pm",True
136,1,Acapulco,10411,,,2025-12-05 12:31:00,"Dec 5, 2025 12:34 pm",False
278,1,Acapulco,10115,,,2025-12-05 12:32:00,"Dec 5, 2025 1:23 pm",False
124,1,Acapulco,10513,16.9083195,-99.9547946,2025-12-05 12:33:00,"Dec 5, 2025 12:44 pm",True
19,1,Acapulco,10504,,,2025-12-05 12:33:00,"Dec 5, 2025 12:44 pm",False
17,1,Acapulco,10509,16.8808875,-99.9460155,2025-12-05 12:33:00,"Dec 5, 2025 12:47 pm",True
1210,2,Chilpancingo,217,,,2025-12-05 12:33:00,"Dec 5, 2025 12:59 pm",False
17,1,Acapulco,10501,16.8808875,-99.9460155,2025-12-05 12:33:00,"Dec 5, 2025 12:47 pm",True
19,1,Acapulco,10504,,,2025-12-05 12:34:00,"Dec 5, 2025 12:40 pm",False
158,1,Acapulco,101706,,,2025-12-05 12:34:00,"Dec 5, 2025 12:47 pm",False
1210,2,Chilpancingo,218,17.5508259,-99.5014623,2025-12-05 12:34:00,"Dec 5, 2025 12:57 pm",True
306,1,Acapulco,10802,16.8352536,-99.8004795,2025-12-05 12:34:00,"Dec 5, 2025 1:29 pm",True
1522,3,Iguala,342,18.3290618,-99.5260606,2025-12-05 12:34:00,"Dec 5, 2025 12:43 pm",True
1492,3,Iguala,314,,,2025-12-05 12:34:00,"Dec 5, 2025 12:35 pm",False
1589,3,Iguala,322,,,2025-12-05 12:34:00,"Dec 5, 2025 12:43 pm",False
1492,3,Iguala,316,,,2025-12-05 12:34:00,"Dec 5, 2025 12:49 pm",False
278,1,Acapulco,10114,,,2025-12-05 12:35:00,"Dec 5, 2025 12:39 pm",False
1210,2,Chilpancingo,213,,,2025-12-05 12:35:00,"Dec 5, 2025 12:54 pm",False
1210,2,Chilpancingo,2012,,,2025-12-05 12:35:00,"Dec 5, 2025 12:36 pm",False
287,1,Acapulco,10168,16.8558052,-99.8585373,2025-12-05 12:36:00,"Dec 5, 2025 1:38 pm",True
105,1,Acapulco,31,,,2025-12-05 12:36:00,"Dec 5, 2025 12:46 pm",False
1491,3,Iguala,315,18.3508887,-99.5349456,2025-12-05 12:36:00,"Dec 5, 2025 12:39 pm",True
105,1,Acapulco,22,,,2025-12-05 12:36:00,"Dec 5, 2025 12:47 pm",False
1210,2,Chilpancingo,2112,17.5508259,-99.5014623,2025-12-05 12:37:00,"Dec 5, 2025 1:22 pm",True
105,1,Acapulco,26,,,2025-12-05 12:37:00,"Dec 5, 2025 12:51 pm",False
1218,2,Chilpancingo,229,17.5607911,-99.4993487,2025-12-05 12:37:00,"Dec 5, 2025 12:51 pm",True
1491,3,Iguala,3110,18.3549366,-99.5360598,2025-12-05 12:37:00,"Dec 5, 2025 1:05 pm",True
192,1,Acapulco,101712,,,2025-12-05 12:38:00,"Dec 5, 2025 12:45 pm",False
7,1,Acapulco,101716,16.899189,-99.8165868,2025-12-05 12:37:00,"Dec 5, 2025 12:54 pm",True
7,1,Acapulco,101715,16.899189,-99.8165868,2025-12-05 12:38:00,"Dec 5, 2025 12:54 pm",True
1522,3,Iguala,341,,,2025-12-05 12:38:00,"Dec 5, 2025 12:43 pm",False
1491,3,Iguala,3111,18.3549366,-99.5360598,2025-12-05 12:38:00,"Dec 5, 2025 12:55 pm",True
1489,3,Iguala,329,18.3505696,-99.5381444,2025-12-05 12:38:00,"Dec 5, 2025 12:44 pm",True
287,1,Acapulco,10169,,,2025-12-05 12:38:00,"Dec 5, 2025 12:39 pm",False
158,1,Acapulco,101705,16.8970065,-99.8208632,2025-12-05 12:38:00,"Dec 5, 2025 1:07 pm",True
1491,3,Iguala,319,17.0553445,-99.7604451,2025-12-05 12:38:00,"Dec 5, 2025 12:46 pm",True
287,1,Acapulco,10171,,,2025-12-05 12:38:00,"Dec 5, 2025 12:38 pm",False
1491,3,Iguala,316,18.3549366,-99.5360598,2025-12-05 12:39:00,"Dec 5, 2025 12:47 pm",True
113,1,Acapulco,10410,,,2025-12-05 12:39:00,"Dec 5, 2025 12:55 pm",False
133,1,Acapulco,10408,,,2025-12-05 12:39:00,"Dec 5, 2025 12:54 pm",False
305,1,Acapulco,110111,,,2025-12-05 12:39:00,"Dec 5, 2025 12:54 pm",False
305,1,Acapulco,110111,,,2025-12-05 12:39:00,"Dec 5, 2025 12:39 pm",False
1265,2,Chilpancingo,244,,,2025-12-05 12:40:00,"Dec 5, 2025 12:50 pm",False
133,1,Acapulco,10407,,,2025-12-05 12:40:00,"Dec 5, 2025 12:59 pm",False
19,1,Acapulco,10504,,,2025-12-05 12:40:00,"Dec 5, 2025 12:40 pm",False
1265,2,Chilpancingo,242,17.5380607,-99.5179542,2025-12-05 12:40:00,"Dec 5, 2025 12:56 pm",True
278,1,Acapulco,10115,,,2025-12-05 12:40:00,"Dec 5, 2025 12:59 pm",False
256,1,Acapulco,10804,,,2025-12-05 12:41:00,"Dec 5, 2025 12:49 pm",False
19,1,Acapulco,10504,,,2025-12-05 12:41:00,"Dec 5, 2025 12:47 pm",False
9,1,Acapulco,10510,,,2025-12-05 12:41:00,"Dec 5, 2025 12:55 pm",False
113,1,Acapulco,10409,,,2025-12-05 12:41:00,"Dec 5, 2025 1:15 pm",False
136,1,Acapulco,10411,,,2025-12-05 12:41:00,"Dec 5, 2025 12:50 pm",False
158,1,Acapulco,101706,,,2025-12-05 12:42:00,"Dec 5, 2025 12:59 pm",False
2831,3,Iguala,1236,18.3276701,-99.5587521,2025-12-05 12:42:00,"Dec 5, 2025 1:27 pm",True
2831,3,Iguala,1232,18.3276701,-99.5587521,2025-12-05 12:42:00,"Dec 5, 2025 12:44 pm",True
31,1,Acapulco,10507,16.8639515,-99.8822807,2025-12-05 12:42:00,"Dec 5, 2025 1:19 pm",True
208,1,Acapulco,101818,16.8808121,-99.8163295,2025-12-05 12:43:00,"Dec 5, 2025 12:56 pm",True
1589,3,Iguala,322,,,2025-12-05 12:44:00,"Dec 5, 2025 12:44 pm",False
208,1,Acapulco,181718,16.8810625,-99.8167656,2025-12-05 12:44:00,"Dec 5, 2025 1:00 pm",True
153,1,Acapulco,101716,16.9004327,-99.8197776,2025-12-05 12:44:00,"Dec 5, 2025 1:01 pm",True
85136,1,Acapulco,10412,,,2025-12-05 12:45:00,"Dec 5, 2025 12:56 pm",False
1491,3,Iguala,31112,18.3549366,-99.5360598,2025-12-05 12:45:00,"Dec 5, 2025 12:49 pm",True
1489,3,Iguala,329,18.3505696,-99.5381444,2025-12-05 12:45:00,"Dec 5, 2025 12:50 pm",True
124,1,Acapulco,10513,,,2025-12-05 12:45:00,"Dec 5, 2025 12:45 pm",False
1589,3,Iguala,322,,,2025-12-05 12:46:00,"Dec 5, 2025 12:46 pm",False
143,1,Acapulco,10350,,,2025-12-05 12:46:00,"Dec 5, 2025 1:06 pm",False
87,1,Acapulco,10119,,,2025-12-05 12:46:00,"Dec 5, 2025 1:16 pm",False
105,1,Acapulco,31,,,2025-12-05 12:47:00,"Dec 5, 2025 12:57 pm",False
1265,2,Chilpancingo,248,,,2025-12-05 12:47:00,"Dec 5, 2025 1:07 pm",False
1491,3,Iguala,319,,,2025-12-05 12:47:00,"Dec 5, 2025 1:01 pm",False
125,1,Acapulco,10502,,,2025-12-05 12:48:00,"Dec 5, 2025 1:03 pm",False
143,1,Acapulco,10366,,,2025-12-05 12:48:00,"Dec 5, 2025 1:10 pm",False
207,1,Acapulco,101709,16.8827783,-99.8200679,2025-12-05 12:48:00,"Dec 5, 2025 1:05 pm",True
1491,3,Iguala,316,18.3549366,-99.5360598,2025-12-05 12:48:00,"Dec 5, 2025 12:54 pm",True
1245,2,Chilpancingo,233,,,2025-12-05 12:48:00,"Dec 5, 2025 1:01 pm",False
181,1,Acapulco,10405,,,2025-12-05 12:48:00,"Dec 5, 2025 1:06 pm",False
105,1,Acapulco,22,,,2025-12-05 12:49:00,"Dec 5, 2025 12:58 pm",False
1492,3,Iguala,314,,,2025-12-05 12:49:00,"Dec 5, 2025 12:49 pm",False
2831,3,Iguala,1233,18.3269086,-99.5534406,2025-12-05 12:49:00,"Dec 5, 2025 12:51 pm",True
1265,2,Chilpancingo,243,,,2025-12-05 12:50:00,"Dec 5, 2025 1:32 pm",False
1505,3,Iguala,203,,,2025-12-05 12:50:00,"Dec 5, 2025 12:53 pm",False
1210,2,Chilpancingo,2110,,,2025-12-05 12:50:00,"Dec 5, 2025 12:52 pm",False
1,3,Iguala,325,,,2025-12-05 12:50:00,"Dec 5, 2025 12:50 pm",False
1505,3,Iguala,323,,,2025-12-05 12:50:00,"Dec 5, 2025 1:04 pm",False
1505,3,Iguala,321,,,2025-12-05 12:51:00,"Dec 5, 2025 1:13 pm",False
1218,2,Chilpancingo,229,17.5610212,-99.498917,2025-12-05 12:52:00,"Dec 5, 2025 1:09 pm",True
105,1,Acapulco,26,,,2025-12-05 12:52:00,"Dec 5, 2025 1:04 pm",False
225,1,Acapulco,101713,,,2025-12-05 12:52:00,"Dec 5, 2025 1:28 pm",False
1265,2,Chilpancingo,245,,,2025-12-05 12:52:00,"Dec 5, 2025 12:59 pm",False
17,1,Acapulco,10501,16.8808875,-99.9460155,2025-12-05 12:54:00,"Dec 5, 2025 1:10 pm",True
1491,3,Iguala,314,18.3508887,-99.5349456,2025-12-05 12:54:00,"Dec 5, 2025 1:13 pm",True
1505,3,Iguala,324,,,2025-12-05 12:54:00,"Dec 5, 2025 1:16 pm",False
1505,3,Iguala,327,,,2025-12-05 12:54:00,"Dec 5, 2025 12:59 pm",False
181,1,Acapulco,10405,,,2025-12-05 12:54:00,"Dec 5, 2025 1:10 pm",False
124,1,Acapulco,10513,16.9083195,-99.9547946,2025-12-05 12:54:00,"Dec 5, 2025 1:05 pm",True
1505,3,Iguala,302,,,2025-12-05 12:54:00,"Dec 5, 2025 1:06 pm",False
271,1,Acapulco,10805,16.8715663,-99.8752123,2025-12-05 12:55:00,"Dec 5, 2025 1:21 pm",True
21,1,Acapulco,10512,16.8765843,-99.9089981,2025-12-05 12:56:00,"Dec 5, 2025 1:10 pm",True
1491,3,Iguala,316,18.3549366,-99.5360598,2025-12-05 12:56:00,"Dec 5, 2025 12:59 pm",True
1491,3,Iguala,3111,18.3549366,-99.5360598,2025-12-05 12:56:00,"Dec 5, 2025 1:06 pm",True
256,1,Acapulco,10804,,,2025-12-05 12:56:00,"Dec 5, 2025 1:07 pm",False
124,1,Acapulco,10503,16.9083195,-99.9547946,2025-12-05 12:57:00,"Dec 5, 2025 1:06 pm",True
185,1,Acapulco,10806,,,2025-12-05 12:57:00,"Dec 5, 2025 1:11 pm",False
1492,3,Iguala,314,,,2025-12-05 12:57:00,"Dec 5, 2025 1:51 pm",False
1492,3,Iguala,314,,,2025-12-05 12:58:00,"Dec 5, 2025 12:58 pm",False
1505,3,Iguala,328,18.3549366,-99.5360598,2025-12-05 12:57:00,"Dec 5, 2025 2:29 pm",True
1265,2,Chilpancingo,242,17.5380607,-99.5179542,2025-12-05 12:57:00,"Dec 5, 2025 1:14 pm",True
165,1,Acapulco,10365,,,2025-12-05 12:58:00,"Dec 5, 2025 1:22 pm",False
1265,2,Chilpancingo,242,17.5380607,-99.5179542,2025-12-05 12:58:00,"Dec 5, 2025 1:14 pm",True
1210,2,Chilpancingo,2110,17.5508259,-99.5014623,2025-12-05 12:58:00,"Dec 5, 2025 1:50 pm",True
1210,2,Chilpancingo,218,17.5508259,-99.5014623,2025-12-05 12:59:00,"Dec 5, 2025 1:00 pm",True
158,1,Acapulco,101706,,,2025-12-05 13:00:00,"Dec 5, 2025 1:19 pm",False
1210,2,Chilpancingo,216,17.5508259,-99.5014623,2025-12-05 13:01:00,"Dec 5, 2025 1:46 pm",True
1491,3,Iguala,3112,18.3549366,-99.5360598,2025-12-05 13:01:00,"Dec 5, 2025 1:04 pm",True
1505,3,Iguala,327,,,2025-12-05 13:01:00,"Dec 5, 2025 1:32 pm",False
1491,3,Iguala,316,18.3549366,-99.5360598,2025-12-05 13:01:00,"Dec 5, 2025 1:10 pm",True
278,1,Acapulco,10114,,,2025-12-05 13:01:00,"Dec 5, 2025 1:08 pm",False
2830,3,Iguala,1238,18.3394895,-99.5586556,2025-12-05 13:03:00,"Dec 5, 2025 1:05 pm",True
153,1,Acapulco,101716,16.90076,-99.8198887,2025-12-05 13:02:00,"Dec 5, 2025 1:16 pm",True
287,1,Acapulco,10171,,,2025-12-05 13:02:00,"Dec 5, 2025 1:14 pm",False
1491,3,Iguala,319,,,2025-12-05 13:02:00,"Dec 5, 2025 1:17 pm",False
1524,3,Iguala,349,18.3355708,-99.5310055,2025-12-05 13:03:00,"Dec 5, 2025 1:05 pm",True
